销售年月,单品编码,销量(千克),打折数量,原价数量
2020Q3,102900005115250,1.6660000000000001,0,7
2020Q3,102900005115762,519.025,41,1019
2020Q3,102900005115779,2721.587,181,7117
2020Q3,102900005115786,1127.659,133,2418
2020Q3,102900005115793,534.029,28,1181
2020Q3,102900005115816,4.875,0,15
2020Q3,102900005115823,1684.7350000000001,195,3706
2020Q3,102900005115861,57.263000000000005,3,144
2020Q3,102900005115878,81.742,2,212
2020Q3,102900005115885,5.324000000000001,2,14
2020Q3,102900005115908,1339.486,201,2949
2020Q3,102900005115946,227.946,19,568
2020Q3,102900005115960,1664.884,51,1704
2020Q3,102900005115984,2000.46,219,4682
2020Q3,102900005116219,16.434,2,83
2020Q3,102900005116226,258.308,15,735
2020Q3,102900005116233,396.137,40,1609
2020Q3,102900005116257,1395.92,85,2563
2020Q3,102900005116509,988.225,59,1501
2020Q3,102900005116530,1251.079,203,5699
2020Q3,102900005116547,1185.513,65,2749
2020Q3,102900005116714,2535.076,275,5535
2020Q3,102900005116790,451.77,2,700
2020Q3,102900005116837,65.236,0,286
2020Q3,102900005116899,1692.601,91,2938
2020Q3,102900005116912,125.371,18,616
2020Q3,102900005116943,143.83,18,957
2020Q3,102900005117056,4161.617,230,10956
2020Q3,102900005117209,62.612,9,195
2020Q3,102900005118817,81.498,8,206
2020Q3,102900005118824,163.258,27,524
2020Q3,102900005118831,906.0,92,810
2020Q3,102900005119098,16.419,19,49
2020Q3,102900005119944,162.907,21,706
2020Q3,102900005119968,8.052,0,40
2020Q3,102900005119975,1553.874,320,3567
2020Q3,102900005123880,73.04,10,199
2020Q3,102900005125808,269.531,52,2768
2020Q3,102900005125815,968.384,110,2962
2020Q3,102900011000175,91.272,6,247
2020Q3,102900011000328,1110.405,107,3192
2020Q3,102900011001219,89.604,11,260
2020Q3,102900011001561,75.0,2,38
2020Q3,102900011001691,10.155000000000001,2,26
2020Q3,102900011001806,223.0,6,217
2020Q3,102900011001813,271.0,2,269
2020Q3,102900011006689,153.062,13,387
2020Q3,102900011006948,62.371,4,172
2020Q3,102900011007044,1.0,0,1
2020Q3,102900011007464,1.83,0,14
2020Q3,102900011007969,4.147,0,18
2020Q3,102900011008164,244.86,0,596
2020Q3,102900011008522,1789.716,101,2322
2020Q3,102900011009246,30.852,0,141
2020Q3,102900011009444,592.825,55,1065
2020Q3,102900011009970,2073.228,114,4002
2020Q3,102900011010563,1.2149999999999999,0,7
2020Q3,102900011010891,2.6670000000000003,0,5
2020Q3,102900011011546,191.0,4,187
2020Q3,102900011012871,0.4819999999999999,1,2
2020Q3,102900011012994,26.0,0,26
2020Q3,102900011013274,118.0,0,118
2020Q3,102900011016701,13.668,0,36
2020Q3,102900011016909,7.818,0,18
2020Q3,102900051000463,191.848,0,315
2020Q3,102900051000944,50.539,4,175
2020Q3,102900051004294,412.879,35,2018
2020Q3,102900051009336,5.677,0,49
2020Q3,102900051010455,2228.411,72,4033
2020Q3,106956146480197,250.0,6,244
2020Q3,106956146480203,4.0,0,4
2020Q4,102900005115168,32.775999999999996,0,78
2020Q4,102900005115199,6.176,2,39
2020Q4,102900005115250,164.246,0,630
2020Q4,102900005115748,32.705,0,79
2020Q4,102900005115779,1454.055,0,3805
2020Q4,102900005115786,23.4,0,47
2020Q4,102900005115793,113.826,3,271
2020Q4,102900005115823,561.628,0,1225
2020Q4,102900005115854,89.927,0,176
2020Q4,102900005115861,2020.769,24,4351
2020Q4,102900005115878,997.182,33,2487
2020Q4,102900005115885,122.086,0,324
2020Q4,102900005115908,597.355,57,1238
2020Q4,102900005115946,14.754999999999999,0,44
2020Q4,102900005115960,7787.111,0,5695
2020Q4,102900005115977,45.578,0,165
2020Q4,102900005115984,1088.486,1,2487
2020Q4,102900005116226,129.065,0,433
2020Q4,102900005116233,315.573,0,1265
2020Q4,102900005116257,843.27,0,1787
2020Q4,102900005116509,254.084,0,478
2020Q4,102900005116530,1723.763,104,6442
2020Q4,102900005116547,1231.179,0,3002
2020Q4,102900005116714,2920.697,75,6004
2020Q4,102900005116790,634.871,0,1021
2020Q4,102900005116837,879.115,5,2451
2020Q4,102900005116899,3509.505,489,4749
2020Q4,102900005116912,40.808,0,209
2020Q4,102900005116943,82.568,0,556
2020Q4,102900005117056,3602.141,0,9478
2020Q4,102900005117209,56.877,0,176
2020Q4,102900005118572,15.501,0,38
2020Q4,102900005118817,1155.211,40,3212
2020Q4,102900005118824,21.922,0,71
2020Q4,102900005118831,766.0,1,765
2020Q4,102900005119098,94.782,81,246
2020Q4,102900005119944,59.783,0,255
2020Q4,102900005119975,3.856,0,10
2020Q4,102900005122654,397.957,3,864
2020Q4,102900005123880,52.76,0,180
2020Q4,102900005125808,176.093,0,1703
2020Q4,102900005125815,293.483,0,960
2020Q4,102900011000328,379.862,1,1260
2020Q4,102900011000571,43.313,2,97
2020Q4,102900011001219,70.229,0,210
2020Q4,102900011001806,327.0,0,327
2020Q4,102900011001813,1833.0,49,1621
2020Q4,102900011006689,107.557,0,302
2020Q4,102900011007044,26.0,0,26
2020Q4,102900011008164,506.469,4,1146
2020Q4,102900011008522,693.069,0,782
2020Q4,102900011008577,1.0,0,1
2020Q4,102900011008676,11.457,6,19
2020Q4,102900011009246,55.85,0,237
2020Q4,102900011009277,460.827,33,759
2020Q4,102900011009444,229.855,0,493
2020Q4,102900011009970,1904.004,0,3292
2020Q4,102900011011546,1022.0,1,1011
2020Q4,102900011011669,10.592,0,47
2020Q4,102900011012871,5.313,0,32
2020Q4,102900011012994,567.0,0,565
2020Q4,102900011013274,615.0,6,609
2020Q4,102900011016909,28.147000000000002,0,56
2020Q4,102900011018095,444.0,0,444
2020Q4,102900011018132,43.333,0,60
2020Q4,102900011021699,2.334,0,9
2020Q4,102900011021842,169.0,0,169
2020Q4,102900051000463,258.878,0,396
2020Q4,102900051004294,310.92,0,1606
2020Q4,102900051009336,8.383,0,76
2020Q4,102900051010455,495.603,0,944
2020Q4,106930274220092,9.0,0,9
2020Q4,106931885000035,5.0,0,5
2020Q4,106949711300068,291.0,0,291
2020Q4,106956146480203,39.0,0,39
2020Q4,106958851400125,14.0,0,14
2021Q1,102900005115168,108.143,0,259
2021Q1,102900005115199,63.115,0,265
2021Q1,102900005115250,969.344,48,3224
2021Q1,102900005115748,424.207,0,757
2021Q1,102900005115762,198.105,1,446
2021Q1,102900005115779,1587.409,52,3884
2021Q1,102900005115786,124.471,0,305
2021Q1,102900005115793,28.177,0,85
2021Q1,102900005115823,1058.383,25,2122
2021Q1,102900005115854,50.975,0,117
2021Q1,102900005115861,412.32,1,880
2021Q1,102900005115878,653.774,0,1638
2021Q1,102900005115885,230.821,1,628
2021Q1,102900005115908,406.92400000000004,4,898
2021Q1,102900005115946,2.034,0,7
2021Q1,102900005115960,5377.434,13,3978
2021Q1,102900005115984,1933.061,37,3845
2021Q1,102900005116219,3.282,0,13
2021Q1,102900005116226,198.566,0,564
2021Q1,102900005116233,723.782,0,2388
2021Q1,102900005116257,1577.777,0,3207
2021Q1,102900005116509,197.279,0,382
2021Q1,102900005116530,1054.048,85,4030
2021Q1,102900005116547,988.099,0,2356
2021Q1,102900005116639,6.506,0,27
2021Q1,102900005116714,2060.145,66,4403
2021Q1,102900005116790,440.487,0,912
2021Q1,102900005116837,774.3,11,1949
2021Q1,102900005116899,2826.144,74,3732
2021Q1,102900005116905,1.176,0,3
2021Q1,102900005116912,52.242,0,231
2021Q1,102900005116943,150.046,0,824
2021Q1,102900005117056,1943.094,295,4370
2021Q1,102900005117209,42.461,0,126
2021Q1,102900005118817,571.967,2,1572
2021Q1,102900005118824,23.665,0,67
2021Q1,102900005118831,725.0,10,714
2021Q1,102900005119098,102.144,30,322
2021Q1,102900005119944,50.494,0,191
2021Q1,102900005119968,4.981999999999999,0,24
2021Q1,102900005119975,58.723,0,140
2021Q1,102900005122654,1386.4940000000001,89,2264
2021Q1,102900005123880,17.849,0,54
2021Q1,102900005125808,270.165,0,2057
2021Q1,102900005125815,345.462,0,1004
2021Q1,102900011000328,997.349,26,2773
2021Q1,102900011000571,233.267,0,541
2021Q1,102900011000632,11.186,0,19
2021Q1,102900011001219,43.249,0,126
2021Q1,102900011001806,205.0,0,205
2021Q1,102900011002414,9.86,0,42
2021Q1,102900011006689,162.862,0,456
2021Q1,102900011007044,18.0,0,18
2021Q1,102900011007464,7.343999999999999,0,44
2021Q1,102900011007471,0.429,0,4
2021Q1,102900011008133,4.231,0,11
2021Q1,102900011008164,363.831,0,829
2021Q1,102900011008515,2.867,0,12
2021Q1,102900011008522,32.184,0,41
2021Q1,102900011008676,3.314,0,8
2021Q1,102900011009246,86.126,0,323
2021Q1,102900011009277,444.13,0,643
2021Q1,102900011009444,50.044,0,113
2021Q1,102900011009970,1858.589,9,3501
2021Q1,102900011011546,1.0,0,1
2021Q1,102900011011669,4.1160000000000005,0,16
2021Q1,102900011012994,307.0,0,307
2021Q1,102900011013274,553.0,0,547
2021Q1,102900011015391,0.943,0,2
2021Q1,102900011016701,3257.718,99,7553
2021Q1,102900011016909,17.977,0,28
2021Q1,102900011018095,534.0,0,534
2021Q1,102900011018132,5.043,0,9
2021Q1,102900011021842,1490.0,0,1479
2021Q1,102900011022030,355.0,0,351
2021Q1,102900011022764,88.19200000000001,0,192
2021Q1,102900011022849,18.996000000000002,0,43
2021Q1,102900011022924,30.275,0,61
2021Q1,102900011023075,1.0,0,1
2021Q1,102900051000463,63.49,0,111
2021Q1,102900051004294,312.187,0,1493
2021Q1,102900051009220,21.216,0,58
2021Q1,102900051009336,3.636,0,25
2021Q1,102900051010455,480.88100000000003,0,786
2021Q1,102900051010790,7.572,0,37
2021Q1,106930274220092,345.0,0,345
2021Q1,106949711300068,1532.0,1,1527
2021Q1,106956146480203,15.0,0,15
2021Q1,106958851400125,1042.0,0,1041
2021Q1,106973223300667,1.0,0,1
2021Q2,102900005115168,335.037,0,660
2021Q2,102900005115199,73.946,0,351
2021Q2,102900005115762,1109.9,42,2228
2021Q2,102900005115779,1888.159,3,4778
2021Q2,102900005115786,1464.108,81,3121
2021Q2,102900005115793,266.639,5,583
2021Q2,102900005115823,855.843,1,1822
2021Q2,102900005115854,131.826,0,244
2021Q2,102900005115878,10.089,0,27
2021Q2,102900005115885,110.999,8,335
2021Q2,102900005115908,615.6850000000001,9,1407
2021Q2,102900005115946,68.212,0,180
2021Q2,102900005115960,2263.514,1,1714
2021Q2,102900005115984,1067.708,0,2458
2021Q2,102900005116219,72.537,0,302
2021Q2,102900005116226,150.72,0,429
2021Q2,102900005116233,280.983,0,1194
2021Q2,102900005116257,1268.802,30,2569
2021Q2,102900005116509,433.81600000000003,2,749
2021Q2,102900005116530,955.097,20,4155
2021Q2,102900005116547,602.092,0,1400
2021Q2,102900005116639,39.22,0,113
2021Q2,102900005116714,2172.837,56,4566
2021Q2,102900005116790,426.88100000000003,0,791
2021Q2,102900005116806,0.377,0,1
2021Q2,102900005116837,152.749,0,456
2021Q2,102900005116899,693.903,8,1113
2021Q2,102900005116912,29.742,1,137
2021Q2,102900005116943,89.693,0,639
2021Q2,102900005117209,2.828,0,12
2021Q2,102900005117353,18.0,0,18
2021Q2,102900005118572,547.728,10,1117
2021Q2,102900005118817,481.67,1,1303
2021Q2,102900005118824,281.877,0,877
2021Q2,102900005118831,553.0,4,549
2021Q2,102900005119098,231.165,169,703
2021Q2,102900005119944,88.784,1,402
2021Q2,102900005119968,7.5489999999999995,0,38
2021Q2,102900005119975,804.809,6,2129
2021Q2,102900005123880,0.531,0,3
2021Q2,102900005125808,203.101,3,2135
2021Q2,102900005125815,289.223,0,912
2021Q2,102900011000328,1189.927,4,3373
2021Q2,102900011001219,0.7080000000000001,0,3
2021Q2,102900011001806,93.0,0,93
2021Q2,102900011001813,16.0,0,16
2021Q2,102900011002414,23.266,0,90
2021Q2,102900011006689,285.568,1,770
2021Q2,102900011006948,66.067,0,127
2021Q2,102900011006955,2.168,0,9
2021Q2,102900011007464,6.3870000000000005,0,41
2021Q2,102900011007471,2.483,0,27
2021Q2,102900011008133,4.4079999999999995,0,9
2021Q2,102900011008164,657.625,30,1471
2021Q2,102900011008485,10.876000000000001,8,10
2021Q2,102900011008577,1.0,0,1
2021Q2,102900011009246,36.179,0,134
2021Q2,102900011009444,294.494,0,683
2021Q2,102900011009970,1540.519,29,2677
2021Q2,102900011010891,6.3709999999999996,0,10
2021Q2,102900011011546,19.0,0,19
2021Q2,102900011012994,143.0,0,143
2021Q2,102900011013274,226.0,0,226
2021Q2,102900011016701,3704.972,179,9049
2021Q2,102900011021842,119.0,0,119
2021Q2,102900011022030,191.0,4,187
2021Q2,102900011022764,14.141000000000002,0,33
2021Q2,102900011024010,21.0,0,19
2021Q2,102900011026502,6.32,0,44
2021Q2,102900051000463,153.538,0,263
2021Q2,102900051000944,39.742,0,122
2021Q2,102900051004294,295.697,0,1344
2021Q2,102900051009220,19.51,0,42
2021Q2,102900051009336,13.152,0,99
2021Q2,102900051010455,800.258,0,1378
2021Q2,102900051010790,14.071,0,83
2021Q2,106930274220092,46.0,0,46
2021Q2,106931885000035,2.0,0,2
2021Q2,106949711300068,424.0,1,414
2021Q2,106956146480197,1.0,0,1
2021Q2,106958851400125,280.0,0,280
2021Q3,102900005115762,588.186,1,1176
2021Q3,102900005115779,3297.051,922,7173
2021Q3,102900005115786,1005.939,1,2311
2021Q3,102900005115793,380.521,2,887
2021Q3,102900005115816,13.553,0,27
2021Q3,102900005115823,1043.327,3,2451
2021Q3,102900005115854,8.873000000000001,0,19
2021Q3,102900005115861,0.426,0,1
2021Q3,102900005115878,59.691,0,173
2021Q3,102900005115885,50.525999999999996,0,136
2021Q3,102900005115908,598.488,0,1424
2021Q3,102900005115946,318.783,0,750
2021Q3,102900005115960,1383.772,123,1208
2021Q3,102900005115984,1720.465,363,3627
2021Q3,102900005116219,58.849000000000004,0,269
2021Q3,102900005116226,163.065,1,502
2021Q3,102900005116233,315.532,0,1325
2021Q3,102900005116257,1276.725,419,2118
2021Q3,102900005116509,345.33,2,584
2021Q3,102900005116530,1046.69,2135,2650
2021Q3,102900005116547,580.587,2,1363
2021Q3,102900005116714,2160.216,900,3687
2021Q3,102900005116790,579.28,52,803
2021Q3,102900005116899,2557.973,898,3396
2021Q3,102900005116905,0.641,0,2
2021Q3,102900005116912,127.059,1,611
2021Q3,102900005116943,89.426,0,645
2021Q3,102900005117209,28.926,0,112
2021Q3,102900005117353,4.0,0,4
2021Q3,102900005118572,0.898,0,1
2021Q3,102900005118817,610.704,0,1662
2021Q3,102900005118824,203.746,1,574
2021Q3,102900005118831,704.0,52,650
2021Q3,102900005119098,183.287,25,835
2021Q3,102900005119944,140.536,1,627
2021Q3,102900005119968,107.81700000000001,0,528
2021Q3,102900005119975,840.516,0,2090
2021Q3,102900005123880,32.809,0,108
2021Q3,102900005125808,242.507,3,2389
2021Q3,102900005125815,503.43,8,1607
2021Q3,102900005128748,0.074,0,1
2021Q3,102900011000328,639.672,13,1991
2021Q3,102900011000335,4.289,0,8
2021Q3,102900011000861,15.445,0,143
2021Q3,102900011001219,24.782,0,102
2021Q3,102900011001561,60.0,0,32
2021Q3,102900011001691,14.664000000000001,8,23
2021Q3,102900011001806,180.0,1,179
2021Q3,102900011001813,30.0,0,30
2021Q3,102900011002414,10.939,0,41
2021Q3,102900011006689,94.864,0,301
2021Q3,102900011006948,254.638,0,542
2021Q3,102900011006955,13.850999999999999,0,38
2021Q3,102900011007044,4.0,0,4
2021Q3,102900011007464,0.338,0,2
2021Q3,102900011007495,0.056,0,1
2021Q3,102900011008164,924.002,1,2262
2021Q3,102900011008485,38.918,0,80
2021Q3,102900011008492,7.48,8,2
2021Q3,102900011008522,1422.258,200,1483
2021Q3,102900011009246,3.164,0,12
2021Q3,102900011009970,789.706,468,841
2021Q3,102900011011546,33.0,0,33
2021Q3,102900011012994,125.0,0,125
2021Q3,102900011013274,265.0,0,265
2021Q3,102900011016701,2971.633,835,7374
2021Q3,102900011016909,10.218,0,16
2021Q3,102900011021842,167.0,0,167
2021Q3,102900011022030,97.0,0,97
2021Q3,102900011022764,877.874,1,1926
2021Q3,102900011023464,233.575,0,621
2021Q3,102900011026793,8.0,0,8
2021Q3,102900011027462,16.829,0,41
2021Q3,102900011027479,85.109,0,330
2021Q3,102900011027615,8.472,0,21
2021Q3,102900011028407,29.954,0,106
2021Q3,102900051000463,163.083,0,284
2021Q3,102900051000890,0.671,0,1
2021Q3,102900051000944,61.434000000000005,0,182
2021Q3,102900051004294,237.976,1,1183
2021Q3,102900051009336,3.117,0,23
2021Q3,102900051010455,1318.808,100,2303
2021Q3,102900051010790,0.293,0,2
2021Q3,106949711300068,302.0,0,302
2021Q3,106949711300167,175.0,0,175
2021Q3,106958851400125,345.0,0,345
2021Q4,102900005115168,289.312,0,737
2021Q4,102900005115748,1.948,0,5
2021Q4,102900005115762,107.297,0,197
2021Q4,102900005115779,1278.632,285,2825
2021Q4,102900005115786,129.798,0,292
2021Q4,102900005115793,95.935,0,240
2021Q4,102900005115823,358.481,2,814
2021Q4,102900005115854,3.641,0,6
2021Q4,102900005115861,729.619,0,1507
2021Q4,102900005115878,806.954,105,1965
2021Q4,102900005115885,81.611,0,221
2021Q4,102900005115908,275.055,0,614
2021Q4,102900005115946,50.225,0,132
2021Q4,102900005115960,142.571,94,19
2021Q4,102900005115984,614.725,80,1286
2021Q4,102900005116219,43.375,0,185
2021Q4,102900005116226,112.798,0,365
2021Q4,102900005116233,209.438,0,901
2021Q4,102900005116257,566.343,102,1128
2021Q4,102900005116509,107.006,0,189
2021Q4,102900005116530,2130.892,1225,6386
2021Q4,102900005116547,0.151,0,1
2021Q4,102900005116714,2043.874,457,4166
2021Q4,102900005116790,228.52300000000002,250,47
2021Q4,102900005116837,351.274,78,845
2021Q4,102900005116899,3799.094,2261,3024
2021Q4,102900005116943,25.959,0,181
2021Q4,102900005117209,1.7289999999999999,0,8
2021Q4,102900005118572,21.517,0,62
2021Q4,102900005118817,588.693,0,1655
2021Q4,102900005118824,34.761,0,102
2021Q4,102900005118831,36.0,18,18
2021Q4,102900005119098,0.246,0,1
2021Q4,102900005119104,46.0,0,46
2021Q4,102900005119975,158.675,0,396
2021Q4,102900005122654,657.229,9,1253
2021Q4,102900005123880,0.376,0,2
2021Q4,102900005125808,61.019999999999996,0,647
2021Q4,102900005125815,0.532,0,2
2021Q4,102900011000328,402.708,48,1246
2021Q4,102900011000571,70.341,0,175
2021Q4,102900011000632,0.798,0,1
2021Q4,102900011001219,0.48,0,3
2021Q4,102900011001806,6.0,0,6
2021Q4,102900011006689,303.146,0,847
2021Q4,102900011006948,20.36,0,50
2021Q4,102900011008164,526.8870000000001,0,1244
2021Q4,102900011008522,147.50900000000001,0,182
2021Q4,102900011009277,195.55100000000002,91,303
2021Q4,102900011009970,63.991,0,83
2021Q4,102900011010891,12.940999999999999,0,21
2021Q4,102900011013274,1.0,0,1
2021Q4,102900011016701,2357.609,154,6074
2021Q4,102900011021644,7.0,0,7
2021Q4,102900011021699,4.268,0,16
2021Q4,102900011021842,42.0,0,42
2021Q4,102900011022764,242.027,0,602
2021Q4,102900011023464,475.469,0,1205
2021Q4,102900011026793,2.0,0,2
2021Q4,102900011027479,7.061000000000001,0,30
2021Q4,102900011028407,3.9530000000000003,0,15
2021Q4,102900011029176,118.357,0,445
2021Q4,102900011029275,1.754,0,7
2021Q4,102900011029688,2.886,0,4
2021Q4,102900011030042,41.0,6,35
2021Q4,102900011030059,45.0,5,40
2021Q4,102900011030097,68.0,9,59
2021Q4,102900011030103,41.0,8,32
2021Q4,102900011030110,45.0,8,37
2021Q4,102900011030134,54.0,11,43
2021Q4,102900011030141,57.0,11,46
2021Q4,102900011030158,58.0,7,51
2021Q4,102900011030561,3.0,0,3
2021Q4,102900011030608,4.0,2,2
2021Q4,102900011030615,2.0,0,2
2021Q4,102900011030622,4.0,0,4
2021Q4,102900011031100,87.0,0,87
2021Q4,102900051000463,46.226,0,82
2021Q4,102900051004294,170.953,0,860
2021Q4,102900051006229,10.432,0,19
2021Q4,102900051010455,307.808,154,419
2021Q4,102900051010790,3.942,0,24
2021Q4,106949711300167,1939.0,168,1770
2021Q4,106956146480203,1.0,0,1
2021Q4,106958851400125,374.0,2,372
2021Q4,106971533450003,355.0,19,336
2022Q1,102900005115168,56.624,0,166
2022Q1,102900005115199,73.897,203,124
2022Q1,102900005115250,197.591,0,829
2022Q1,102900005115748,232.465,0,402
2022Q1,102900005115762,190.135,0,427
2022Q1,102900005115779,1035.83,0,2498
2022Q1,102900005115786,55.729,0,139
2022Q1,102900005115793,9.642,0,30
2022Q1,102900005115823,565.034,0,1096
2022Q1,102900005115854,74.007,0,150
2022Q1,102900005115861,619.807,0,1105
2022Q1,102900005115878,299.39,5,747
2022Q1,102900005115885,109.978,0,215
2022Q1,102900005115908,146.829,0,311
2022Q1,102900005115977,14.866999999999999,0,108
2022Q1,102900005115984,669.385,0,1386
2022Q1,102900005116219,139.477,0,552
2022Q1,102900005116226,137.696,0,383
2022Q1,102900005116233,630.83,0,2015
2022Q1,102900005116257,1257.742,0,2713
2022Q1,102900005116509,133.623,0,231
2022Q1,102900005116530,1041.369,38,3759
2022Q1,102900005116547,0.426,0,1
2022Q1,102900005116639,2.825,0,11
2022Q1,102900005116714,2746.0589999999997,329,4980
2022Q1,102900005116790,0.282,0,1
2022Q1,102900005116837,295.827,0,723
2022Q1,102900005116899,3165.267,0,3976
2022Q1,102900005116943,69.942,0,425
2022Q1,102900005117056,0.175,0,1
2022Q1,102900005117209,21.705000000000002,0,78
2022Q1,102900005118572,7.928000000000001,0,17
2022Q1,102900005118817,652.368,0,1696
2022Q1,102900005118831,6.0,0,6
2022Q1,102900005119104,37.0,2,35
2022Q1,102900005119975,47.5,0,127
2022Q1,102900005122654,758.328,0,1370
2022Q1,102900005123880,8.578999999999999,0,29
2022Q1,102900005125808,115.803,0,834
2022Q1,102900011000328,717.193,0,2058
2022Q1,102900011000632,0.9019999999999999,0,3
2022Q1,102900011001219,11.949,0,43
2022Q1,102900011001806,21.0,0,21
2022Q1,102900011006689,188.102,0,499
2022Q1,102900011006948,59.654,0,131
2022Q1,102900011006955,0.318,0,1
2022Q1,102900011007044,11.0,0,11
2022Q1,102900011007464,2.265,0,19
2022Q1,102900011007495,1.228,0,9
2022Q1,102900011008133,2.042,0,5
2022Q1,102900011008164,416.751,0,931
2022Q1,102900011008515,2.148,0,12
2022Q1,102900011008577,1.0,0,1
2022Q1,102900011009277,180.41,0,340
2022Q1,102900011009772,0.415,0,1
2022Q1,102900011009970,26.994,0,37
2022Q1,102900011012994,116.0,0,116
2022Q1,102900011013274,56.0,0,56
2022Q1,102900011015384,2.959,0,25
2022Q1,102900011016701,3053.309,1,6720
2022Q1,102900011021644,3.0,2,1
2022Q1,102900011021842,446.0,39,404
2022Q1,102900011022764,317.082,0,767
2022Q1,102900011023464,388.647,0,898
2022Q1,102900011027479,0.732,0,2
2022Q1,102900011029176,1.8920000000000001,0,8
2022Q1,102900011029305,1.769,0,7
2022Q1,102900011030042,272.0,50,222
2022Q1,102900011030059,565.0,37,528
2022Q1,102900011030097,497.0,96,401
2022Q1,102900011030103,546.0,82,464
2022Q1,102900011030110,757.0,131,626
2022Q1,102900011030134,353.0,95,258
2022Q1,102900011030141,439.0,101,338
2022Q1,102900011030158,238.0,10,228
