销售日期,水生根茎类,花叶类,花菜类,茄类,辣椒类,食用菌
29/06/2022,16.118,156.09,40.424,26.758,21.954,39.934
30/06/2022,10.625,127.274,47.528,21.969,29.259,38.627
01/07/2022,15.086,149.719,28.897,17.165,25.326,50.953
02/07/2022,28.667,195.295,55.851,27.475,55.999,45.704
03/07/2022,63.873,189.083,48.366,42.368,58.67,42.18
04/07/2022,20.219,116.605,27.955,17.802,47.642,36.688
05/07/2022,34.508,133.21,42.64,17.524,49.728,50.367
06/07/2022,39.018,164.461,31.186,9.038,51.119,32.226
07/07/2022,43.066,134.044,50.962,14.602,39.874,29.189
08/07/2022,32.713,129.05,48.356,7.971,42.7,49.425
09/07/2022,44.591,173.971,44.535,26.107,73.124,55.629
10/07/2022,35.703,186.916,67.457,21.797,85.669,80.418
11/07/2022,43.103,133.768,24.264,30.141,57.659,55.108
12/07/2022,29.78,129.271,64.579,19.218,49.014,27.869
13/07/2022,31.995,150.034,46.435,12.755,57.841,63.603
14/07/2022,12.376,131.965,34.033,14.374,52.446,44.709
15/07/2022,43.241,118.425,30.18,11.364,60.497,66.136
16/07/2022,107.272,175.925,59.714,18.431,73.235,89.471
17/07/2022,131.3,190.249,53.705,21.934,63.421,73.671
18/07/2022,57.442,132.053,43.19,11.582,50.507,52.193
19/07/2022,90.19,134.777,33.363,20.509,49.966,44.352
20/07/2022,89.355,161.158,43.777,17.192,88.656,37.088
21/07/2022,75.92,140.656,38.147,18.296,130.268,43.486
22/07/2022,44.43,119.449,33.655,16.449,91.719,60.678
23/07/2022,67.395,163.238,45.47,20.601,128.405,101.743
24/07/2022,112.091,187.595,45.96,10.549,55.957,67.64
25/07/2022,90.633,128.305,79.565,17.972,66.762,66.315
26/07/2022,68.863,161.702,74.221,18.262,98.29,59.465
27/07/2022,71.087,131.633,67.503,14.402,108.891,58.869
28/07/2022,70.756,170.771,60.76,22.58,116.81,69.521
29/07/2022,66.925,331.236,64.225,15.616,120.741,52.634
30/07/2022,71.293,344.157,61.873,13.837,141.664,86.456
31/07/2022,131.591,320.998,49.207,19.875,142.906,98.219
01/08/2022,91.813,304.399,82.282,29.243,154.113,36.451
02/08/2022,28.385,270.798,80.493,14.101,122.284,57.276
03/08/2022,95.589,337.105,68.436,15.585,159.987,76.332
04/08/2022,64.171,354.404,65.154,17.149,152.644,81.526
05/08/2022,43.931,329.423,72.799,13.432,169.692,66.543
06/08/2022,106.723,355.128,96.079,15.462,183.489,91.924
07/08/2022,89.746,319.042,86.982,26.316,211.184,105.113
08/08/2022,86.531,302.077,76.689,18.528,138.495,87.266
09/08/2022,54.281,322.432,75.303,17.542,161.631,77.1
10/08/2022,89.973,291.018,70.986,17.255,168.921,39.034
11/08/2022,70.377,313.919,73.029,13.387,159.507,68.939
12/08/2022,79.938,326.821,74.91,15.139,166.473,60.39
13/08/2022,139.761,479.995,102.596,28.498,223.384,72.19
14/08/2022,97.044,394.715,120.907,32.987,188.234,87.77
15/08/2022,102.925,347.367,85.398,24.222,120.999,67.468
16/08/2022,69.881,368.861,81.22,18.14,183.738,71.408
17/08/2022,104.095,358.863,87.672,20.658,146.131,66.376
18/08/2022,81.503,424.262,121.725,26.979,223.117,84.219
19/08/2022,144.451,401.426,186.155,89.616,334.781,91.655
20/08/2022,95.698,429.043,123.124,18.641,209.291,70.643
21/08/2022,87.971,432.675,82.198,19.233,219.055,72.191
22/08/2022,66.488,303.2,45.204,14.33,104.653,47.201
23/08/2022,86.205,259.56,43.039,13.572,111.097,48.094
24/08/2022,57.232,233.767,46.96,14.23,73.184,59.056
25/08/2022,51.219,243.786,63.776,12.514,110.13,42.528
26/08/2022,48.72,250.941,48.086,11.488,129.03,73.827
27/08/2022,104.458,357.705,57.998,19.554,154.266,68.656
28/08/2022,102.839,252.244,88.504,25.88,251.609,71.953
29/08/2022,59.775,297.05,45.738,13.378,116.076,74.182
30/08/2022,93.293,236.727,66.738,7.934,114.188,33.987
31/08/2022,28.994,242.409,35.261,3.304,61.621,30.29
01/09/2022,56.77,311.034,47.503,11.464,100.922,58.419
02/09/2022,53.186,328.216,42.416,4.884,103.825,61.119
03/09/2022,88.589,419.813,53.626,15.738,176.628,77.887
04/09/2022,124.55,491.166,62.544,18.362,185.402,87.775
05/09/2022,60.192,285.889,53.158,10.812,117.607,47.452
06/09/2022,54.584,250.203,39.139,11.684,93.769,40.62
07/09/2022,59.667,260.624,40.007,12.388,69.663,44.356
08/09/2022,46.658,222.246,42.893,7.918,91.686,62.072
09/09/2022,111.848,311.923,67.57,4.65,180.34,106.775
10/09/2022,155.467,419.263,72.293,0.491,146.777,114.942
11/09/2022,97.363,351.176,63.234,6.927,83.984,92.533
12/09/2022,38.383,315.002,71.588,0,145.6,98.587
13/09/2022,25.627,216.669,47.126,0,104.849,68.334
14/09/2022,27.935,185.157,41.841,0,70.053,53.107
15/09/2022,29.546,201.569,27.431,0,66.529,56.663
16/09/2022,26.977,193.806,41.283,0,107.825,74.425
17/09/2022,50.024,359.256,69.613,0,168.436,90.05
18/09/2022,58.668,377.496,57.716,0,177.806,80.373
19/09/2022,9.274,212.507,38.815,0,45.683,30.316
20/09/2022,14.946,262.543,42.297,0,67.862,47.235
21/09/2022,18.429,213.475,32.068,0,86.458,46.791
22/09/2022,20.182,226.528,50.388,0,73.801,50.943
23/09/2022,30.662,243.19,65.003,0,87.3,87.179
24/09/2022,49.291,345.852,75.743,0,193.743,101.607
25/09/2022,14.038,320.644,55.324,0,132.468,118.404
26/09/2022,34.863,196.445,30.76,0,59.178,58.142
27/09/2022,35.665,158.187,29.389,0,63.594,37.499
28/09/2022,62.641,142.124,32.625,0,77.96,53.384
29/09/2022,43.663,175.757,31.877,0,84.368,44.333
30/09/2022,70.235,200.098,53.33,0,107.477,53.895
01/10/2022,102.731,318.485,76.799,0,169.374,122.01
02/10/2022,81.611,253.861,61.869,0,178.918,91.23
03/10/2022,93.09,253.67,59.161,0,117.323,82.006
04/10/2022,104.984,328.918,49.869,0,115.099,117.054
05/10/2022,118.421,373.666,40.769,0,162.721,87.935
06/10/2022,132.357,353.217,71.588,0,208.677,184.89
07/10/2022,110.302,470.332,87.818,0,170.183,154.165
08/10/2022,81.908,360.779,37.814,0,114.629,108.094
09/10/2022,66.479,342.075,53.058,0,110.966,121.547
10/10/2022,46.834,288.07,47.046,0,134.737,103.327
11/10/2022,51.596,244.759,29.66,0,119.426,89.443
12/10/2022,39.206,240.312,29.309,0,123.317,82.773
13/10/2022,61.838,152.506,30.605,0,84.845,70.046
14/10/2022,13.046,135.637,11.595,0,49.262,65.579
15/10/2022,101.798,377.256,60.965,12.033,204.274,223.125
16/10/2022,86.333,367.681,62.74,2.55,178.909,209.72
17/10/2022,38.615,247.302,35.261,5.762,111.662,104.537
18/10/2022,41.022,273.91,56.159,7.187,155.233,156.31
19/10/2022,38.515,225.807,33.063,13.004,96.132,105.856
20/10/2022,52.368,242.853,30.363,4.701,105.947,88.041
21/10/2022,98.057,613.973,95.213,38.486,399.685,289.383
22/10/2022,77.747,299.448,56.496,7.952,155.908,157.648
23/10/2022,61.265,242.892,38.944,14.581,138.434,152.181
24/10/2022,37.236,199.326,30.369,3.223,73.345,85.05
25/10/2022,36.981,217.397,36.506,4.156,125.16,89.459
26/10/2022,35.475,226.633,38.152,4.56,117.386,104.795
27/10/2022,35.991,209,31.661,2.299,114.668,116.582
28/10/2022,63.12,229.524,40.855,11.885,136.101,164.567
29/10/2022,98.462,368.131,64.488,11.396,167.485,248.053
30/10/2022,67.588,221.196,76.791,10.805,203.145,197.429
31/10/2022,32.213,85.398,47.777,3.319,83.714,61.844
01/11/2022,29.485,96.786,39.603,3.305,101.963,96.659
03/11/2022,13.926,83.973,63.801,4.012,129.249,120.855
05/11/2022,74.216,190.421,73.537,9.816,158.362,176.843
06/11/2022,60.306,162.064,75.888,4.647,135.245,165.482
07/11/2022,22.799,102.677,47.225,3.256,108.169,86
08/11/2022,31.054,96.371,41.117,3.86,77.122,82.087
09/11/2022,21.313,128.56,35.22,2.871,75.307,68.901
10/11/2022,17.046,122.883,39.756,6.897,88.303,74.627
11/11/2022,40.363,173.21,45.043,7.801,130.229,163.552
12/11/2022,73.358,293.677,56.455,10.572,204.119,257.066
13/11/2022,54.616,312.032,50.639,7.366,188.274,206.762
14/11/2022,27.893,180.626,38.303,5.605,104.647,99.074
15/11/2022,31.82,165.843,38.944,7.266,93.884,102.92
16/11/2022,17.224,205.406,18.714,2.568,105.807,92.695
17/11/2022,40.679,232.975,38.752,8.038,104.356,90.18
18/11/2022,59.901,376.605,68.424,17.923,212.654,153.087
19/11/2022,183.307,1265.473,122.879,35.948,436.061,440.93
20/11/2022,67.057,146.034,97.969,0.252,198.915,156.828
21/11/2022,264.657,821.168,132.212,55.692,352.422,343.02
22/11/2022,30.541,173.192,36.972,4.816,82.219,36.489
23/11/2022,50.24,247.572,31.84,8.243,98.441,68.562
24/11/2022,29.738,260.618,31.131,8.455,105.612,43.262
25/11/2022,62.003,228.796,46.435,16.927,103.304,32.969
26/11/2022,37.043,352.511,47.408,9.864,89.276,57.284
27/11/2022,3.165,40.471,3.192,4.146,17.031,8.596
28/11/2022,1.809,40.862,10.708,1.04,13.451,3.012
29/11/2022,9.194,31.298,7.624,1.778,6.066,8.283
04/12/2022,18.158,99.399,24.722,1.168,53.404,30
05/12/2022,41.811,170.093,30.282,0,118.657,114
06/12/2022,67.863,226.171,38.551,7.977,97.963,98.62
07/12/2022,64.331,272.787,25.636,11.597,82.55,124.352
08/12/2022,47.48,173.924,46.357,4.524,131.273,82.678
09/12/2022,30.039,140.88,41.33,4.422,99.447,71.484
10/12/2022,73.28,231.009,55.053,6.572,161.982,149.336
11/12/2022,63.385,204.481,62.536,3.629,171.695,144.333
12/12/2022,30.168,173.035,27.823,3.379,96.205,85.722
13/12/2022,50.434,185.802,37.876,5.316,103.872,91.195
14/12/2022,29.923,226.115,40.701,6.973,96.198,102.181
15/12/2022,60.996,291.759,44.891,8.607,151.972,94.034
16/12/2022,59.198,306.951,28.131,6.839,147.869,146.341
17/12/2022,97.791,265.09,43.945,16.786,153.757,142.647
18/12/2022,65.117,295.364,68.962,12.025,123.469,131.36
19/12/2022,67.122,201.178,47.456,11.56,98.288,86.269
20/12/2022,53.792,252.224,45.501,6.731,88.82,103.847
21/12/2022,61.727,285.265,76.358,17.74,137.998,128.851
22/12/2022,45.018,223.75,33.671,8.883,93.949,99.983
23/12/2022,54.487,210.784,29.486,8.921,91.649,92.544
24/12/2022,61.874,285.085,47.279,11.582,117.564,139.067
25/12/2022,105.129,362.94,51.941,5.742,166.418,160.777
26/12/2022,56.004,253.075,27.857,12.022,114.691,115.933
27/12/2022,72.514,253.518,39.591,6.541,121.716,102.06
28/12/2022,60.286,257.429,36.052,8.167,99.953,119.913
29/12/2022,66.287,237.735,25.895,3.656,129.853,123.439
30/12/2022,62.525,244.088,29.769,6.173,118.877,131.883
31/12/2022,103.271,329.509,39.573,5.574,198.248,178.021
01/01/2023,92.503,329.635,39.38,7.926,174.426,159.047
02/01/2023,54.334,287.812,36.172,17.834,154.451,132.934
03/01/2023,50.818,215.984,30.654,3.617,128.134,86.599
04/01/2023,48.908,171.91,27.843,3.929,123.447,88.495
05/01/2023,32.701,186.069,25.709,5.835,108.643,101.317
06/01/2023,60.705,202.912,27.047,6.648,106.774,115.083
07/01/2023,53.524,187.324,24.606,11.499,112.31,108.037
08/01/2023,56.788,219.372,34.433,15.154,124.983,115.9
09/01/2023,39.959,185.585,31.341,11.607,90.474,100.363
10/01/2023,45.848,200.196,15.292,9.913,119.602,101.017
11/01/2023,44.885,185.254,31.199,9.782,126.451,88.976
12/01/2023,43.65,202.709,27.908,9.159,113.15,87.742
13/01/2023,31.759,215.635,29.708,15.213,137.769,123.264
14/01/2023,112.724,447.993,55.134,31.542,197.217,204.679
15/01/2023,92.61,278.968,61.584,21.246,154.044,179.046
16/01/2023,61.379,216.173,46.516,21.066,121.081,144.546
17/01/2023,86.319,180.232,39.869,22.71,117.137,166.406
18/01/2023,84.28,281.893,58.399,41.459,218.267,212.899
19/01/2023,157.124,371.074,104.101,61.759,350.275,385.359
20/01/2023,252.074,594.071,138.786,75.97,604.231,455.941
22/01/2023,39.08,219.378,34.134,17.629,91.232,91.901
23/01/2023,46.756,291.352,66.018,31.043,124.14,146.538
24/01/2023,84.834,205.447,89.421,31.05,181.951,48.517
25/01/2023,97.229,245.072,114.337,38.246,140.698,165.671
26/01/2023,72.927,272.125,60.15,32.835,226.705,204.906
27/01/2023,88.434,283.135,69.283,31.75,284.492,215.811
28/01/2023,63.873,235.443,43.626,30.24,246.343,163.237
29/01/2023,48.473,229.694,40.249,15.298,194.121,122.262
30/01/2023,52.383,217.18,42.686,15.248,153.832,113.826
31/01/2023,40.683,202.836,37.502,13.52,157.934,104.426
01/02/2023,33.281,156.42,33.307,12.689,136.909,92.321
02/02/2023,32.252,204.688,41.747,15.701,142.663,125.853
03/02/2023,54.97,189.282,53.285,14.786,187.654,125.441
04/02/2023,85.605,252.725,39.93,20.698,232.871,126.55
05/02/2023,83.513,281.351,39.59,15.281,140.199,112.777
06/02/2023,11.684,179.662,34.646,12.377,91.363,79.476
07/02/2023,25.653,154.543,33.83,12.441,99.937,63.807
08/02/2023,40.347,161.297,35.924,8.429,93.975,75.372
09/02/2023,42.757,203.645,30.833,13.362,138.13,88.67
10/02/2023,49.257,175.847,31.996,12.794,125.468,103.7
11/02/2023,77.149,243.908,53.417,16.919,164.9,143.531
12/02/2023,74.087,309.307,48.809,28.032,158.806,109.179
13/02/2023,30.456,226.189,33.601,14.143,107.056,103.147
14/02/2023,39.561,160.285,37.56,14.301,108.672,75.069
15/02/2023,41.209,184.475,31.355,6.735,105.647,72.525
16/02/2023,32.783,155.351,34.159,7.394,105.95,74.701
17/02/2023,28.471,160.609,38.594,8.283,136.319,104.876
18/02/2023,65.745,285.815,48.488,21.074,181.095,134.317
19/02/2023,48.268,230.404,45.805,17.567,162.066,105.097
20/02/2023,24.15,139.164,29.447,7.391,61.627,65.776
21/02/2023,24.144,150.154,29.466,12.593,101.221,55.615
22/02/2023,31.124,138.874,29.54,9.991,82.293,74.474
23/02/2023,22.517,154.467,33.284,11.31,104.048,77.906
24/02/2023,35.391,134.956,31.17,11.328,134.183,83.785
25/02/2023,41.824,219.47,44.994,10.979,170.605,115.867
26/02/2023,34.64,243.01,47.396,14.041,149.738,92.628
27/02/2023,13.331,136.926,13.221,8.846,88.884,65.006
28/02/2023,21.011,115.968,27.118,7.007,96.706,61.482
01/03/2023,15.748,139.125,23.98,9.504,105.906,73.717
02/03/2023,21.735,131.001,28.182,7.568,114.103,62.87
03/03/2023,29.054,152.142,34.915,13.904,128.818,90.386
04/03/2023,34.038,163.918,33.769,12.627,142.301,105.25
05/03/2023,31.386,178.491,47.699,16.193,132.344,85.307
06/03/2023,18.411,107.018,23.166,10.569,96.609,54.979
07/03/2023,19.542,125.449,31.21,8.469,100.437,71.957
08/03/2023,17.906,119.807,22.18,11.717,105.092,65.41
09/03/2023,22.284,121.336,22.245,7.751,105.856,44.888
10/03/2023,21.612,131.927,12.423,14.024,150.26,71.433
11/03/2023,38.49,222.762,15.802,20.211,179.657,116.774
12/03/2023,33.314,195.971,19.536,18.27,157.361,109.272
13/03/2023,18.418,135.094,10.596,12.188,93.967,55.527
14/03/2023,9.612,140.076,9.076,11.759,104.067,46.835
15/03/2023,17.683,171.809,9.683,8.037,105.561,81.886
16/03/2023,25.921,190.911,31.584,11.892,102.213,89.875
17/03/2023,46.065,238.58,48.607,16.576,158.456,136.726
18/03/2023,53.936,292.075,59.217,29.936,189.58,147.687
19/03/2023,41.768,251.51,49.399,26.328,173.558,126.374
20/03/2023,22.99,197.663,37.566,10.569,119.843,74.725
21/03/2023,12.402,194.386,36.716,10.702,116.7,80.883
22/03/2023,17.709,170.723,27.368,12.133,125.241,89.191
23/03/2023,25.455,179.648,29.488,10.903,108.067,70.785
24/03/2023,22.479,202.72,33.301,18.402,153.262,105.586
25/03/2023,40.776,253.903,28.459,22.364,187.221,113.197
26/03/2023,30.047,264.043,48.675,20.143,179.458,120.223
27/03/2023,15.436,150.898,20.459,12.216,105.211,74.574
28/03/2023,14.816,145.975,18.519,15.485,92.394,79.756
29/03/2023,23.049,130.475,26.46,8.567,101.237,86.112
30/03/2023,13.154,179.795,26.709,14.654,86.212,63.7
31/03/2023,22.161,208.892,34.604,21.134,138.204,104.745
01/04/2023,26.836,208.377,35.079,23.388,154.887,101.324
02/04/2023,27.876,185.985,39.362,20.488,165.351,109.447
03/04/2023,29.721,170.821,16.457,19.201,114.41,93.459
04/04/2023,14.977,170.641,20.022,20.162,121.552,90.507
05/04/2023,24.199,217.271,45.417,22.225,139.304,115.412
06/04/2023,9.889,136.403,23.05,12.387,109.473,73.004
07/04/2023,16.629,131.267,31.899,9.746,97.645,88.025
08/04/2023,20.73,183.926,35.691,19.815,137.92,128.855
09/04/2023,31.303,197.616,30.536,15.846,136.063,83.908
10/04/2023,17.868,123.411,18.365,12.818,73.788,51.773
11/04/2023,7.577,158.881,15.788,13.366,85.563,62.405
12/04/2023,19.088,118.761,17.265,8.998,84.989,63.48
13/04/2023,15.052,92.251,19.775,9.198,76.901,51.532
14/04/2023,26.338,131.729,18.183,19.025,89.822,83.023
15/04/2023,28.541,208.169,20.852,16.674,138.985,106.142
16/04/2023,16.458,204.874,23.472,20.902,133.274,85.949
17/04/2023,7.066,106.884,14.475,9.19,68.456,39.145
18/04/2023,15.097,182.607,16.779,16.152,78.486,66.338
19/04/2023,12.216,156.553,19.103,13.945,76.651,58.407
20/04/2023,12.171,122.087,19.807,10.307,70.384,55.919
21/04/2023,28.934,215.684,26.17,30.95,125.533,89.492
22/04/2023,27.103,330.85,40.026,39.651,185.589,158.568
23/04/2023,10.291,279.352,22.853,21.876,154.222,81.715
24/04/2023,13.28,189.222,17.856,25.565,74.395,60.294
25/04/2023,9.993,163.704,15.89,19.3,70.192,68.882
26/04/2023,4.702,148.39,21.236,18.526,47.263,45.674
27/04/2023,11.675,142.945,14.24,18.48,66.698,62.808
28/04/2023,14.48,164.327,22.806,22.141,84.338,81.778
29/04/2023,24.693,169.132,27.577,37.234,161.482,127.524
30/04/2023,16.983,132.248,25.487,43.783,117.501,97.254
01/05/2023,22.754,179.89,29.389,31.862,138.857,83.717
02/05/2023,20.191,199.057,22.365,35.967,103.643,66.312
03/05/2023,11.586,252.366,32.371,22.717,95.795,72.027
04/05/2023,9.037,121.428,32.652,25.655,76.542,55.952
05/05/2023,13.454,115.371,28.675,22.324,66.977,63.126
06/05/2023,17.781,163.827,34.087,23.097,94.505,99.697
07/05/2023,18.818,238.132,54.158,39.966,134.833,115.423
08/05/2023,9.628,142.341,17.863,21.757,85.984,58.128
09/05/2023,7.406,145.033,25.81,17.224,81.721,49.033
10/05/2023,10.336,159.328,26.422,28.106,99.29,78.595
11/05/2023,9.518,158.484,23.274,13.908,76.077,42.217
12/05/2023,16.347,142.706,21.507,24.496,88.881,67.921
13/05/2023,20.655,179.071,45.087,33.208,135.703,95.606
14/05/2023,15.86,199.509,43.642,32.974,110.866,97.677
15/05/2023,7.475,171.35,27.764,21.584,78.687,61.585
16/05/2023,9.603,194.936,26.009,14.181,80.294,57.535
17/05/2023,12.893,150.478,19.914,14.296,67.717,54.7
18/05/2023,8.812,112.688,22.684,11.595,53.892,49.756
19/05/2023,9.66,141.327,20.153,15.232,71.713,60.947
20/05/2023,11.094,177.822,27.242,33.825,92.262,82.754
21/05/2023,13.615,197.446,29.13,38.276,117.485,94.76
22/05/2023,8.411,154.18,14.808,25.981,90.848,70.154
23/05/2023,14.637,150.721,20.181,23.022,69.361,49.994
24/05/2023,9.414,135.51,15.923,15.749,62.956,47.818
25/05/2023,13.962,114.768,14.565,21.865,76.118,50.69
26/05/2023,20.081,154.12,24.236,18.213,90.26,53.736
27/05/2023,24.97,273.537,41.279,24.313,127.658,91.754
28/05/2023,22.807,262.277,36.971,38.881,131.518,109.635
29/05/2023,12.75,146.434,16.312,28.536,61.995,53.849
30/05/2023,8.852,156.287,14.652,23.886,59.897,46.299
31/05/2023,7.86,136.132,16.723,17.471,61.96,46.711
01/06/2023,9.741,136.982,19.364,18.475,67.854,44.867
02/06/2023,11.988,161.142,16.172,22.501,72.847,68.385
03/06/2023,29.041,222.081,33.243,39.399,123.664,94.541
04/06/2023,21.047,215.285,25.117,34.741,123.698,95.926
05/06/2023,12.58,145.142,22.57,19.989,74.896,49.192
06/06/2023,14.408,152.439,21.351,19.081,84.745,56.608
07/06/2023,14.142,135.735,11.835,17.873,66.121,44.446
08/06/2023,9.254,119.287,15.446,24.509,77.363,49.993
09/06/2023,15.816,140.024,13.684,21.798,74.296,55.465
10/06/2023,19.118,240.235,26.766,38.116,146.968,98.844
11/06/2023,21.247,213.908,25.472,43.303,119.69,79.626
12/06/2023,10.351,127.399,17.143,23.087,67.12,36.154
13/06/2023,12.054,140.865,10.189,17.659,84.891,54.24
14/06/2023,7.284,115.605,9.175,28.361,82.127,43.778
15/06/2023,16.733,118.42,9.804,15.908,63.624,34.886
16/06/2023,15.49,172.11,22.692,24.133,86.159,58.503
17/06/2023,22.626,244.334,26.791,46.628,169.193,93.35
18/06/2023,23.373,253.447,23.098,54.553,149.877,72.039
19/06/2023,11.51,128.701,12.363,21.207,77.049,43.293
20/06/2023,11.657,126.228,13.919,21.592,66.666,39.223
21/06/2023,27.178,126.263,16.697,24.123,91.365,63.364
22/06/2023,38.77,171.919,17.912,33.866,114.288,77.476
23/06/2023,18.677,178.718,9.279,25.398,88.349,55.417
24/06/2023,16.054,161.495,11.548,28.369,94.187,54.18
25/06/2023,16.5,108.895,10.681,23.315,69.658,35.271
26/06/2023,10.384,80.524,8.083,21.224,72.185,39.582
27/06/2023,16.454,127.278,14.272,8.415,67.12,38.708
28/06/2023,14.946,130.182,16.069,15.651,68.534,53.742
29/06/2023,22.945,135.09,24.367,11.511,89.113,48.314
30/06/2023,19.419,130.464,28.087,24.53,82.286,39.572
